child,parent
us-gaap:FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationPurchases,us-gaap:Liabilities
us-gaap:FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationSettlements,us-gaap:Assets
us-gaap:FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationSettlements,us-gaap:Liabilities
us-gaap:FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationTransfersIntoLevel3,us-gaap:Assets
us-gaap:FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationTransfersIntoLevel3,us-gaap:Liabilities
us-gaap:FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationTransfersOutOfLevel3,us-gaap:Assets
us-gaap:FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationTransfersOutOfLevel3,us-gaap:Liabilities
us-gaap:FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisWithUnobservableInputs,us-gaap:Assets
us-gaap:FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisWithUnobservableInputs,us-gaap:Liabilities
us-gaap:FairValueOfAssetsAcquired,us-gaap:Assets
us-gaap:FairValueOptionCreditRiskGainsLossesOnAssets,us-gaap:Assets
us-gaap:FederalIncomeTaxExpenseBenefitContinuingOperations,us-gaap:IncomeTaxExpenseBenefit
us-gaap:FinanceLeaseInterestExpense,us-gaap:InterestExpense
us-gaap:FinanceLeaseInterestPaymentOnLiability,us-gaap:Liabilities
us-gaap:FinanceLeaseLiability,us-gaap:Liabilities
us-gaap:FinanceLeaseLiabilityCurrent,us-gaap:Liabilities
us-gaap:FinanceLeaseLiabilityNoncurrent,us-gaap:Liabilities
us-gaap:FinanceLeaseLiabilityPaymentsDue,us-gaap:Liabilities
us-gaap:FinanceLeaseLiabilityPaymentsDueAfterYearFive,us-gaap:Liabilities
us-gaap:FinanceLeaseLiabilityPaymentsDueNextTwelveMonths,us-gaap:Liabilities
us-gaap:FinanceLeaseLiabilityPaymentsDueYearFive,us-gaap:Liabilities
us-gaap:FinanceLeaseLiabilityPaymentsDueYearFour,us-gaap:Liabilities
us-gaap:FinanceLeaseLiabilityPaymentsDueYearThree,us-gaap:Liabilities
us-gaap:FinanceLeaseLiabilityPaymentsDueYearTwo,us-gaap:Liabilities
us-gaap:FinanceLeaseLiabilityPaymentsRemainderOfFiscalYear,us-gaap:Liabilities
us-gaap:FinanceLeaseLiabilityUndiscountedExcessAmount,us-gaap:Liabilities
us-gaap:FinanceLeaseRightOfUseAsset,us-gaap:Assets
us-gaap:FinanceLeaseRightOfUseAssetAccumulatedAmortization,us-gaap:Assets
us-gaap:FinanceLeaseRightOfUseAssetAmortization,us-gaap:Assets
us-gaap:FinanceLeaseRightOfUseAssetBeforeAccumulatedAmortization,us-gaap:Assets
us-gaap:FinancialLiabilitiesFairValueDisclosure,us-gaap:Liabilities
us-gaap:FiniteLivedIntangibleAssetsAccumulatedAmortization,us-gaap:Assets
us-gaap:FiniteLivedIntangibleAssetsAccumulatedAmortization,us-gaap:IntangibleAssetsNet
us-gaap:FiniteLivedIntangibleAssetsAcquired,us-gaap:Assets
us-gaap:FiniteLivedIntangibleAssetsAcquired,us-gaap:IntangibleAssetsNet
us-gaap:FiniteLivedIntangibleAssetsAmortizationExpense,us-gaap:Assets
us-gaap:FiniteLivedIntangibleAssetsAmortizationExpense,us-gaap:DepreciationAndAmortization
us-gaap:FiniteLivedIntangibleAssetsAmortizationExpense,us-gaap:IntangibleAssetsNet
us-gaap:FiniteLivedIntangibleAssetsAmortizationExpenseAfterYearFive,us-gaap:Assets
us-gaap:FiniteLivedIntangibleAssetsAmortizationExpenseAfterYearFive,us-gaap:DepreciationAndAmortization
us-gaap:FiniteLivedIntangibleAssetsAmortizationExpenseAfterYearFive,us-gaap:IntangibleAssetsNet
us-gaap:FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,us-gaap:Assets
us-gaap:FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,us-gaap:DepreciationAndAmortization
us-gaap:FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,us-gaap:IntangibleAssetsNet
us-gaap:FiniteLivedIntangibleAssetsAmortizationExpenseRemainderOfFiscalYear,us-gaap:Assets
us-gaap:FiniteLivedIntangibleAssetsAmortizationExpenseRemainderOfFiscalYear,us-gaap:DepreciationAndAmortization
us-gaap:FiniteLivedIntangibleAssetsAmortizationExpenseRemainderOfFiscalYear,us-gaap:IntangibleAssetsNet
us-gaap:FiniteLivedIntangibleAssetsAmortizationExpenseYearFive,us-gaap:Assets
us-gaap:FiniteLivedIntangibleAssetsAmortizationExpenseYearFive,us-gaap:DepreciationAndAmortization
us-gaap:FiniteLivedIntangibleAssetsAmortizationExpenseYearFive,us-gaap:IntangibleAssetsNet
us-gaap:FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,us-gaap:Assets
us-gaap:FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,us-gaap:DepreciationAndAmortization
us-gaap:FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,us-gaap:IntangibleAssetsNet
us-gaap:FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,us-gaap:Assets
us-gaap:FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,us-gaap:DepreciationAndAmortization
us-gaap:FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,us-gaap:IntangibleAssetsNet
us-gaap:FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,us-gaap:Assets
us-gaap:FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,us-gaap:DepreciationAndAmortization
us-gaap:FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,us-gaap:IntangibleAssetsNet
us-gaap:FiniteLivedIntangibleAssetsFutureAmortizationExpense,us-gaap:Assets
us-gaap:FiniteLivedIntangibleAssetsFutureAmortizationExpense,us-gaap:DepreciationAndAmortization
us-gaap:FiniteLivedIntangibleAssetsFutureAmortizationExpense,us-gaap:IntangibleAssetsNet
us-gaap:FiniteLivedIntangibleAssetsGross,us-gaap:Assets
us-gaap:FiniteLivedIntangibleAssetsGross,us-gaap:IntangibleAssetsNet
us-gaap:FiniteLivedIntangibleAssetsNet,us-gaap:Assets
us-gaap:FiniteLivedIntangibleAssetsNet,us-gaap:IntangibleAssetsNet
us-gaap:FiniteLivedIntangibleAssetsPeriodIncreaseDecrease,us-gaap:Assets
us-gaap:FiniteLivedIntangibleAssetsPeriodIncreaseDecrease,us-gaap:IntangibleAssetsNet
us-gaap:FiniteLivedIntangibleAssetsUsefulLife,us-gaap:Assets
us-gaap:FiniteLivedIntangibleAssetsUsefulLife,us-gaap:IntangibleAssetsNet
us-gaap:FiniteLivedIntangibleAssetsUsefulLifeMaximum,us-gaap:Assets
us-gaap:FiniteLivedIntangibleAssetsUsefulLifeMaximum,us-gaap:IntangibleAssetsNet
us-gaap:FiniteLivedIntangibleAssetsUsefulLifeMinimum,us-gaap:Assets
us-gaap:FiniteLivedIntangibleAssetsUsefulLifeMinimum,us-gaap:IntangibleAssetsNet
us-gaap:FiniteLivedIntangibleAssetsWeightedAverageUsefulLife,us-gaap:Assets
us-gaap:FiniteLivedIntangibleAssetsWeightedAverageUsefulLife,us-gaap:IntangibleAssetsNet
us-gaap:FinitelivedIntangibleAssetsAcquired1,us-gaap:Assets
us-gaap:FinitelivedIntangibleAssetsAcquired1,us-gaap:IntangibleAssetsNet
us-gaap:ForeignCurrencyCashFlowHedgeGainLossReclassifiedToEarningsNet,us-gaap:CashAndCashEquivalents
us-gaap:ForeignCurrencyCashFlowHedgeGainLossToBeReclassifiedDuringNext12Months,us-gaap:CashAndCashEquivalents
us-gaap:ForeignCurrencyCashFlowHedgeLiabilityAtFairValue,us-gaap:CashAndCashEquivalents
us-gaap:ForeignCurrencyCashFlowHedgeLiabilityAtFairValue,us-gaap:Liabilities
us-gaap:ForeignCurrencyContractAssetFairValueDisclosure,us-gaap:Assets
us-gaap:ForeignCurrencyContractsLiabilityFairValueDisclosure,us-gaap:Liabilities
us-gaap:ForeignCurrencyDerivativeInstrumentsNotDesignatedAsHedgingInstrumentsAssetAtFairValue,us-gaap:Assets
us-gaap:ForeignIncomeTaxExpenseBenefitContinuingOperations,us-gaap:IncomeTaxExpenseBenefit
us-gaap:FutureAmortizationExpenseAfterYearFive,us-gaap:DepreciationAndAmortization
us-gaap:FutureAmortizationExpenseRemainderOfFiscalYear,us-gaap:DepreciationAndAmortization
us-gaap:FutureAmortizationExpenseYearFive,us-gaap:DepreciationAndAmortization
us-gaap:FutureAmortizationExpenseYearFour,us-gaap:DepreciationAndAmortization
us-gaap:FutureAmortizationExpenseYearOne,us-gaap:DepreciationAndAmortization
us-gaap:FutureAmortizationExpenseYearThree,us-gaap:DepreciationAndAmortization
us-gaap:FutureAmortizationExpenseYearTwo,us-gaap:DepreciationAndAmortization
us-gaap:GainLossFromComponentsExcludedFromAssessmentOfCashFlowHedgeEffectivenessNet,us-gaap:CashAndCashEquivalents
us-gaap:GainLossOnCashFlowHedgeIneffectivenessNet,us-gaap:CashAndCashEquivalents
us-gaap:GainLossOnDiscontinuationOfCashFlowHedgeDueToForecastedTransactionProbableOfNotOccurringNet,us-gaap:CashAndCashEquivalents
us-gaap:GainLossOnDispositionOfAssets,us-gaap:Assets
us-gaap:GainLossOnDispositionOfAssets1,us-gaap:Assets
us-gaap:GainLossOnDispositionOfIntangibleAssets,us-gaap:Assets
us-gaap:GainLossOnDispositionOfIntangibleAssets,us-gaap:IntangibleAssetsNet
us-gaap:GainLossOnSaleOfAccountsReceivable,us-gaap:AccountsReceivableNet
us-gaap:GainLossOnSaleOfOtherAssets,us-gaap:Assets
us-gaap:GainLossOnSaleOfOtherAssets,us-gaap:OtherNoncurrentAssets
us-gaap:GainLossOnSalesOfAssetsAndAssetImpairmentCharges,us-gaap:Assets
us-gaap:GainLossOnSalesOfAssetsAndAssetImpairmentCharges,us-gaap:OtherOperatingExpenses
us-gaap:GainOnSaleOfInvestments,us-gaap:OtherRevenue
us-gaap:GainsLossesOnSalesOfAssets,us-gaap:Assets
us-gaap:GeneralAndAdministrativeExpense,us-gaap:PropertyPlantAndEquipmentNet
us-gaap:GeneralAndAdministrativeExpense,us-gaap:SellingGeneralAndAdministrativeExpense
us-gaap:Goodwill,us-gaap:IntangibleAssetsNet
us-gaap:GoodwillAcquiredDuringPeriod,us-gaap:IntangibleAssetsNet
us-gaap:GoodwillAllocationAdjustment,us-gaap:IntangibleAssetsNet
us-gaap:GoodwillAndIntangibleAssetImpairment,us-gaap:Assets
us-gaap:GoodwillAndIntangibleAssetImpairment,us-gaap:IntangibleAssetsNet
us-gaap:GoodwillAndIntangibleAssetImpairment,us-gaap:PropertyPlantAndEquipmentNet
us-gaap:GoodwillForeignCurrencyTranslationGainLoss,us-gaap:AccumulatedOtherComprehensiveIncome
us-gaap:GoodwillForeignCurrencyTranslationGainLoss,us-gaap:IntangibleAssetsNet
us-gaap:GoodwillGross,us-gaap:IntangibleAssetsNet
us-gaap:GoodwillImpairedAccumulatedImpairmentLoss,us-gaap:IntangibleAssetsNet
us-gaap:GoodwillImpairmentLoss,us-gaap:IntangibleAssetsNet
us-gaap:GoodwillOtherChanges,us-gaap:IntangibleAssetsNet
us-gaap:GoodwillOtherIncreaseDecrease,us-gaap:IntangibleAssetsNet
us-gaap:GoodwillPeriodIncreaseDecrease,us-gaap:IntangibleAssetsNet
us-gaap:GoodwillPurchaseAccountingAdjustments,us-gaap:IntangibleAssetsNet
us-gaap:GoodwillTransfers,us-gaap:IntangibleAssetsNet
us-gaap:GoodwillTranslationAdjustments,us-gaap:IntangibleAssetsNet
us-gaap:GoodwillTranslationAndPurchaseAccountingAdjustments,us-gaap:IntangibleAssetsNet
us-gaap:GoodwillWrittenOffRelatedToSaleOfBusinessUnit,us-gaap:IntangibleAssetsNet
us-gaap:HedgedLiabilityDiscontinuedFairValueHedgeCumulativeIncreaseDecrease,us-gaap:Liabilities
us-gaap:HedgedLiabilityFairValueHedge,us-gaap:Liabilities
us-gaap:HedgedLiabilityFairValueHedgeCumulativeIncreaseDecrease,us-gaap:Liabilities
us-gaap:HeldToMaturitySecurities,us-gaap:LongTermInvestments
us-gaap:HeldToMaturitySecuritiesAccumulatedUnrecognizedHoldingGain,us-gaap:LongTermInvestments
us-gaap:HeldToMaturitySecuritiesAccumulatedUnrecognizedHoldingLoss,us-gaap:LongTermInvestments
us-gaap:HeldToMaturitySecuritiesContinuousUnrealizedLossPositionLessThanTwelveMonthsFairValue,us-gaap:LongTermInvestments
us-gaap:HeldToMaturitySecuritiesContinuousUnrealizedLossPositionTwelveMonthsOrLongerFairValue,us-gaap:LongTermInvestments
us-gaap:HeldToMaturitySecuritiesCurrent,us-gaap:LongTermInvestments
us-gaap:HeldToMaturitySecuritiesDebtMaturitiesAfterFiveThroughTenYearsFairValue,us-gaap:LongTermInvestments
us-gaap:HeldToMaturitySecuritiesDebtMaturitiesAfterFiveThroughTenYearsNetCarryingAmount,us-gaap:LongTermInvestments
us-gaap:HeldToMaturitySecuritiesDebtMaturitiesAfterOneThroughFiveYearsFairValue,us-gaap:LongTermInvestments
us-gaap:HeldToMaturitySecuritiesDebtMaturitiesAfterOneThroughFiveYearsNetCarryingAmount,us-gaap:LongTermInvestments
us-gaap:HeldToMaturitySecuritiesDebtMaturitiesAfterTenYearsFairValue,us-gaap:LongTermInvestments
us-gaap:HeldToMaturitySecuritiesDebtMaturitiesAfterTenYearsNetCarryingAmount,us-gaap:LongTermInvestments
us-gaap:HeldToMaturitySecuritiesDebtMaturitiesFairValue,us-gaap:LongTermInvestments
us-gaap:HeldToMaturitySecuritiesDebtMaturitiesNetCarryingAmount,us-gaap:LongTermInvestments
us-gaap:HeldToMaturitySecuritiesDebtMaturitiesNextRollingTwelveMonthsFairValue,us-gaap:LongTermInvestments
us-gaap:HeldToMaturitySecuritiesDebtMaturitiesRollingAfterTenYearsFairValue,us-gaap:LongTermInvestments
us-gaap:HeldToMaturitySecuritiesDebtMaturitiesRollingYearSixThroughTenFairValue,us-gaap:LongTermInvestments
us-gaap:HeldToMaturitySecuritiesDebtMaturitiesRollingYearTwoThroughFiveFairValue,us-gaap:LongTermInvestments
us-gaap:HeldToMaturitySecuritiesDebtMaturitiesWithinOneYearFairValue,us-gaap:LongTermInvestments
us-gaap:HeldToMaturitySecuritiesDebtMaturitiesWithinOneYearNetCarryingAmount,us-gaap:LongTermInvestments
us-gaap:HeldToMaturitySecuritiesFairValue,us-gaap:LongTermInvestments
us-gaap:ImpairedFinancingReceivableInterestIncomeAccrualMethod,us-gaap:OtherRevenue
us-gaap:ImpairedFinancingReceivableInterestIncomeCashBasisMethod,us-gaap:CashAndCashEquivalents
us-gaap:ImpairedFinancingReceivableInterestIncomeCashBasisMethod,us-gaap:OtherRevenue
us-gaap:ImpairmentOfIntangibleAssetsExcludingGoodwill,us-gaap:Assets
us-gaap:ImpairmentOfIntangibleAssetsExcludingGoodwill,us-gaap:IntangibleAssetsNet
us-gaap:ImpairmentOfIntangibleAssetsFinitelived,us-gaap:Assets
us-gaap:ImpairmentOfIntangibleAssetsFinitelived,us-gaap:IntangibleAssetsNet
us-gaap:ImpairmentOfIntangibleAssetsIndefinitelivedExcludingGoodwill,us-gaap:Assets
us-gaap:ImpairmentOfIntangibleAssetsIndefinitelivedExcludingGoodwill,us-gaap:IntangibleAssetsNet
us-gaap:ImpairmentOfLongLivedAssetsHeldForUse,us-gaap:Assets
us-gaap:ImpairmentOfLongLivedAssetsToBeDisposedOf,us-gaap:Assets
us-gaap:IncomeLossAttributableToParent,us-gaap:NetIncomeLoss
us-gaap:IncomeLossFromContinuingOperationsAttributableToNoncontrollingEntity,us-gaap:NetIncomeLoss
us-gaap:IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,us-gaap:IncomeTaxExpenseBenefit
us-gaap:IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,us-gaap:NetIncomeLoss
us-gaap:IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,us-gaap:IncomeTaxExpenseBenefit
us-gaap:IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,us-gaap:NetIncomeLoss
us-gaap:IncomeLossFromContinuingOperationsBeforeIncomeTaxesForeign,us-gaap:IncomeTaxExpenseBenefit
us-gaap:IncomeLossFromContinuingOperationsBeforeIncomeTaxesForeign,us-gaap:NetIncomeLoss
us-gaap:IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,us-gaap:IncomeTaxExpenseBenefit
us-gaap:IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,us-gaap:LongTermInvestments
us-gaap:IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,us-gaap:NetIncomeLoss
us-gaap:IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,us-gaap:NetIncomeLoss
us-gaap:IncomeLossFromContinuingOperationsPerBasicShare,us-gaap:NetIncomeLoss
us-gaap:IncomeLossFromContinuingOperationsPerDilutedShare,us-gaap:NetIncomeLoss
us-gaap:IncomeLossFromDiscontinuedOperationsNetOfTax,us-gaap:NetIncomeLoss
us-gaap:IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToNoncontrollingInterest,us-gaap:NetIncomeLoss
us-gaap:IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity,us-gaap:NetIncomeLoss
us-gaap:IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicShare,us-gaap:NetIncomeLoss
us-gaap:IncomeLossFromDiscontinuedOperationsNetOfTaxPerDilutedShare,us-gaap:NetIncomeLoss
us-gaap:IncomeLossFromEquityMethodInvestments,us-gaap:LongTermInvestments
us-gaap:IncomeLossFromEquityMethodInvestments,us-gaap:NetIncomeLoss
us-gaap:IncomeLossFromEquityMethodInvestmentsNetOfDividendsOrDistributions,us-gaap:LongTermInvestments
us-gaap:IncomeLossFromEquityMethodInvestmentsNetOfDividendsOrDistributions,us-gaap:NetIncomeLoss
us-gaap:IncomeTaxCreditsAndAdjustments,us-gaap:IncomeTaxExpenseBenefit
us-gaap:IncomeTaxEffectsAllocatedDirectlyToEquity,us-gaap:IncomeTaxExpenseBenefit
us-gaap:IncomeTaxEffectsAllocatedDirectlyToEquityEmployeeStockOptions,us-gaap:IncomeTaxExpenseBenefit
us-gaap:IncomeTaxExaminationInterestAccrued,us-gaap:IncomeTaxExpenseBenefit
us-gaap:IncomeTaxExaminationInterestExpense,us-gaap:IncomeTaxExpenseBenefit
us-gaap:IncomeTaxExaminationInterestExpense,us-gaap:InterestExpense
us-gaap:IncomeTaxExaminationLiabilityRefundAdjustmentFromSettlementWithTaxingAuthority,us-gaap:IncomeTaxExpenseBenefit
us-gaap:IncomeTaxExaminationLiabilityRefundAdjustmentFromSettlementWithTaxingAuthority,us-gaap:Liabilities
us-gaap:IncomeTaxExaminationPenaltiesAccrued,us-gaap:IncomeTaxExpenseBenefit
us-gaap:IncomeTaxExaminationPenaltiesAndInterestAccrued,us-gaap:IncomeTaxExpenseBenefit
us-gaap:IncomeTaxExaminationPenaltiesAndInterestExpense,us-gaap:IncomeTaxExpenseBenefit
us-gaap:IncomeTaxExaminationPenaltiesAndInterestExpense,us-gaap:InterestExpense
us-gaap:IncomeTaxExpenseBenefitContinuingOperations,us-gaap:IncomeTaxExpenseBenefit
us-gaap:IncomeTaxExpenseBenefitContinuingOperationsAdjustmentOfDeferredTaxAssetLiability,us-gaap:Assets
us-gaap:IncomeTaxExpenseBenefitContinuingOperationsAdjustmentOfDeferredTaxAssetLiability,us-gaap:DeferredTaxAssetsNet
us-gaap:IncomeTaxExpenseBenefitContinuingOperationsAdjustmentOfDeferredTaxAssetLiability,us-gaap:IncomeTaxExpenseBenefit
us-gaap:IncomeTaxExpenseBenefitContinuingOperationsAdjustmentOfDeferredTaxAssetLiability,us-gaap:Liabilities
us-gaap:IncomeTaxHolidayAggregateDollarAmount,us-gaap:IncomeTaxExpenseBenefit
us-gaap:IncomeTaxHolidayIncomeTaxBenefitsPerShare,us-gaap:IncomeTaxExpenseBenefit
us-gaap:IncomeTaxReceivable,us-gaap:IncomeTaxExpenseBenefit
us-gaap:IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,us-gaap:Assets
us-gaap:IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,us-gaap:DeferredTaxAssetsNet
us-gaap:IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,us-gaap:IncomeTaxExpenseBenefit
us-gaap:IncomeTaxReconciliationChangeInEnactedTaxRate,us-gaap:IncomeTaxExpenseBenefit
us-gaap:IncomeTaxReconciliationDeductions,us-gaap:IncomeTaxExpenseBenefit
us-gaap:IncomeTaxReconciliationDeductionsDividends,us-gaap:IncomeTaxExpenseBenefit
us-gaap:IncomeTaxReconciliationDeductionsOther,us-gaap:IncomeTaxExpenseBenefit
us-gaap:IncomeTaxReconciliationDeductionsQualifiedProductionActivities,us-gaap:IncomeTaxExpenseBenefit
us-gaap:IncomeTaxReconciliationDispositionOfAssets,us-gaap:Assets
us-gaap:IncomeTaxReconciliationDispositionOfAssets,us-gaap:IncomeTaxExpenseBenefit
us-gaap:IncomeTaxReconciliationDispositionOfBusiness,us-gaap:IncomeTaxExpenseBenefit
us-gaap:IncomeTaxReconciliationForeignIncomeTaxRateDifferential,us-gaap:IncomeTaxExpenseBenefit
us-gaap:IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,us-gaap:IncomeTaxExpenseBenefit
us-gaap:IncomeTaxReconciliationMinorityInterestIncomeExpense,us-gaap:IncomeTaxExpenseBenefit
us-gaap:IncomeTaxReconciliationMinorityInterestIncomeExpense,us-gaap:OtherRevenue
us-gaap:IncomeTaxReconciliationNondeductibleExpense,us-gaap:IncomeTaxExpenseBenefit
us-gaap:IncomeTaxReconciliationNondeductibleExpenseImpairmentLosses,us-gaap:IncomeTaxExpenseBenefit
us-gaap:IncomeTaxReconciliationNondeductibleExpenseOther,us-gaap:IncomeTaxExpenseBenefit
us-gaap:IncomeTaxReconciliationNondeductibleExpenseShareBasedCompensationCost,us-gaap:IncomeTaxExpenseBenefit
us-gaap:IncomeTaxReconciliationOtherAdjustments,us-gaap:IncomeTaxExpenseBenefit
us-gaap:IncomeTaxReconciliationOtherReconcilingItems,us-gaap:IncomeTaxExpenseBenefit
us-gaap:IncomeTaxReconciliationPriorYearIncomeTaxes,us-gaap:IncomeTaxExpenseBenefit
us-gaap:IncomeTaxReconciliationRepatriationOfForeignEarnings,us-gaap:IncomeTaxExpenseBenefit
us-gaap:IncomeTaxReconciliationStateAndLocalIncomeTaxes,us-gaap:IncomeTaxExpenseBenefit
us-gaap:IncomeTaxReconciliationTaxContingencies,us-gaap:IncomeTaxExpenseBenefit
us-gaap:IncomeTaxReconciliationTaxContingenciesDomestic,us-gaap:IncomeTaxExpenseBenefit
us-gaap:IncomeTaxReconciliationTaxCredits,us-gaap:IncomeTaxExpenseBenefit
us-gaap:IncomeTaxReconciliationTaxCreditsForeign,us-gaap:IncomeTaxExpenseBenefit
us-gaap:IncomeTaxReconciliationTaxCreditsResearch,us-gaap:IncomeTaxExpenseBenefit
us-gaap:IncomeTaxReconciliationTaxExemptIncome,us-gaap:IncomeTaxExpenseBenefit
us-gaap:IncomeTaxReconciliationTaxSettlements,us-gaap:IncomeTaxExpenseBenefit
us-gaap:IncomeTaxReconciliationTaxSettlementsDomestic,us-gaap:IncomeTaxExpenseBenefit
us-gaap:IncomeTaxReconciliationTaxSettlementsStateAndLocal,us-gaap:IncomeTaxExpenseBenefit
us-gaap:IncomeTaxesPaid,us-gaap:IncomeTaxExpenseBenefit
us-gaap:IncomeTaxesPaidNet,us-gaap:IncomeTaxExpenseBenefit
us-gaap:IncomeTaxesReceivable,us-gaap:IncomeTaxExpenseBenefit
us-gaap:IncomeTaxesReceivableNoncurrent,us-gaap:IncomeTaxExpenseBenefit
us-gaap:IncreaseDecreaseInAccountsPayable,us-gaap:AccountsPayableAndAccruedLiabilities
us-gaap:IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,us-gaap:AccountsPayableAndAccruedLiabilities
us-gaap:IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,us-gaap:Liabilities
us-gaap:IncreaseDecreaseInAccountsPayableAndOtherOperatingLiabilities,us-gaap:AccountsPayableAndAccruedLiabilities
us-gaap:IncreaseDecreaseInAccountsPayableAndOtherOperatingLiabilities,us-gaap:Liabilities
us-gaap:IncreaseDecreaseInAccountsPayableTrade,us-gaap:AccountsPayableAndAccruedLiabilities
us-gaap:IncreaseDecreaseInAccountsReceivable,us-gaap:AccountsReceivableNet
us-gaap:IncreaseDecreaseInAccruedIncomeTaxesPayable,us-gaap:IncomeTaxExpenseBenefit
us-gaap:IncreaseDecreaseInAccruedIncomeTaxesPayable,us-gaap:OtherCurrentLiabilities
us-gaap:IncreaseDecreaseInAccruedLiabilities,us-gaap:AccountsPayableAndAccruedLiabilities
us-gaap:IncreaseDecreaseInAccruedLiabilities,us-gaap:Liabilities
us-gaap:IncreaseDecreaseInAccruedLiabilitiesAndOtherOperatingLiabilities,us-gaap:AccountsPayableAndAccruedLiabilities
us-gaap:IncreaseDecreaseInAccruedLiabilitiesAndOtherOperatingLiabilities,us-gaap:Liabilities
us-gaap:IncreaseDecreaseInContractWithCustomerLiability,us-gaap:Liabilities
us-gaap:IncreaseDecreaseInCustomerDeposits,us-gaap:DeferredRevenueAndCustomerAdvances
us-gaap:IncreaseDecreaseInDeferredIncomeTaxes,us-gaap:IncomeTaxExpenseBenefit
us-gaap:IncreaseDecreaseInDeferredRevenueAndCustomerAdvancesAndDeposits,us-gaap:DeferredRevenueAndCustomerAdvances
us-gaap:IncreaseDecreaseInEmployeeRelatedLiabilities,us-gaap:Liabilities
us-gaap:IncreaseDecreaseInIncomeTaxes,us-gaap:IncomeTaxExpenseBenefit
us-gaap:IncreaseDecreaseInIncomeTaxesPayableNetOfIncomeTaxesReceivable,us-gaap:IncomeTaxExpenseBenefit
us-gaap:IncreaseDecreaseInIncomeTaxesReceivable,us-gaap:IncomeTaxExpenseBenefit
us-gaap:IncreaseDecreaseInOperatingLeaseLiability,us-gaap:Liabilities
us-gaap:IncreaseDecreaseInOtherAccruedLiabilities,us-gaap:AccountsPayableAndAccruedLiabilities
us-gaap:IncreaseDecreaseInOtherAccruedLiabilities,us-gaap:Liabilities
us-gaap:IncreaseDecreaseInOtherCurrentAssets,us-gaap:Assets
us-gaap:IncreaseDecreaseInOtherCurrentAssets,us-gaap:PrepaidExpensesAndOtherCurrentAssets
us-gaap:IncreaseDecreaseInOtherNoncurrentAssets,us-gaap:Assets
us-gaap:IncreaseDecreaseInOtherNoncurrentLiabilities,us-gaap:Liabilities
us-gaap:IncreaseDecreaseInOtherOperatingAssets,us-gaap:Assets
us-gaap:IncreaseDecreaseInOtherOperatingLiabilities,us-gaap:Liabilities
us-gaap:IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,us-gaap:Assets
us-gaap:IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,us-gaap:OtherNoncurrentAssets
us-gaap:IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,us-gaap:PrepaidExpensesAndOtherCurrentAssets
